"word","count"
"♻️",206
"talking",206
"😏",206
"must",205
"são",204
"awesome",204
"tipo",203
"días",203
"travel",203
"null",203
"التي",203
"funny",203
"fotos",203
"cuenta",203
"van",203
"isn",203
"Big",203
"también",203
"head",202
"elle",202
"Deus",202
"música",202
"single",202
"前日比",202
"será",201
"FREE",201
"during",201
"dont",200
"harry",200
"لما",199
"ganhar",199
"Apple",199
"album",199
"set",199
"ومن",199
"💙",199
"cabelo",199
"Well",199
"past",198
"بن",198
"tarde",198
"اغفرلنا",197
"nadie",197
"flor",197
"eat",197
"point",197
"aku",197
"وإن",197
"favorite",196
"amiga",196
"GOT7",196
"saber",196
"فى",196
"cut",196
"seen",195
"Periscope",195
"parece",195
"MTV",195
"god",195
"منهم",195
"parte",195
"American",194
"faz",194
"social",193
"né",193
"automatically",193
"perfect",192
"ونعم",192
"favor",192
"شيء",192
"mad",192
"went",192
"не",191
"falar",191
"mayor",191
"alguém",191
"فيها",191
"tired",190
"vas",190
"اليوم",190
"😩",190
"once",189
"City",189
"sex",189
"OMG",189
"😘",189
"Look",188
"او",188
"Our",188
"mil",188
"fin",188
"literally",187
"took",187
"Last",187
"problem",187
"Venezuela",187
"bom",187
"LOVES",187
"text",186
"followed",186
"lost",186
"line",186
"عذاب",186
"Home",186
"ﷺ",186
"forget",186
"gameinsight",186
"رتويت",186
"shows",185
"Game",185
"feeling",185
"كنت",185
"Mas",185
"York",185
"الي",185
"الفيديو",184
"Drake",184
"Obama",184
"Instagram",184
"الوكيل",183
"open",183
"이",183
"ang",183
"okay",182
"الليل",182
"قد",182
"الأرض",182
"ﾉ",182
"verdad",182
"هي",181
"اغفر",181
"Was",181
"😎",181
"اللَّهُمَّ",181
"Want",180
"tout",180
"Real",180
"Music",180
"war",180
"White",180
"comes",179
"reason",179
"FOLLOW",179
"dude",178
"｡",178
"Muslim",178
"World",178
"mierda",178
"sair",177
"pasa",177
"amigo",177
"eyes",177
"dice",177
"camilacabello97",177
"القبر",177
"iPhone",177
"far",177
"grande",177
"Girls",177
"entre",177
"poco",176
"✨",176
"كريم",176
"noite",176
"Pero",175
"quiere",175
"each",175
"anymore",175
"tho",175
"Women",175
"West",175
"used",174
"season",174
"اي",174
"Una",174
"few",174
"buy",174
"under",174
"super",174
"crazy",173
"وش",173
"Yes",173
"forever",173
"bro",173
"وضع",173
"أكتب",172
"account",172
"HiGH",172
"Quando",172
"fight",172
"CarCrashesTV",172
"الخروج",172
"NOT",172
"started",171
"boys",171
"Found",171
"شخص",171
"young",171
"working",171
"saw",171
"igual",171
"quand",170
"Ryan",170
"إذا",170
"Need",170
"understand",170
"Civil",170
"jajaja",170
"sim",170
"triste",169
"sexy",169
"months",169
"fait",169
"ذكرك",169
"bueno",169
"حمل",169
"against",169
"حسبنا",169
"ben",169
"woman",169
"اذا",169
"different",168
"told",168
"더쇼",168
"SBS",168
"nas",168
"men",168
"hey",168
"Bad",168
"عدد",168
"white",168
"less",167
"كيف",167
"GOP",167
"act",167
"خير",166
"Some",166
"Allah",166
"Everyone",166
"داود",166
"عبادتك",166
"War",166
"important",166
"أعذنا",165
"hell",165
"followers",165
"قل",165
"dead",165
"trust",165
"توكَّلْتُ",165
"Say",165
"estas",165
"NicolasMaduro",165
"probably",165
"between",164
"future",164
"heard",164
"عبدك",164
"Job",164
"estou",164
"😢",164
"trop",163
"أعني",163
"listen",163
"info",163
"mismo",163
"Bieber",162
"النصر",162
"إِنِّي",162
"يعني",162
"⬅️",162
"Then",161
"haha",161
"أسألك",161
"taking",161
"반",161
"واجعلها",161
"pic",161
"Hot",161
"ARE",161
"🙃",161
"👀",161
"coisas",161
"smile",160
"ذخراً",160
"عُقوبَتِكَ،",160
"mainedcm",160
"John",160
"fire",160
"لن",160
"وَبِمعافاتِكَ",160
"retweetou",160
"city",160
"وَأَعوذُ",160
"سَخَطِكَ،",160
"مِنْكَ",160
"Ben",160
"أهله",160
"أَعوذُ",160
"بِرِضاكَ",160
"وزراً",159
"matter",159
"games",159
"meus",159
"أجراً",159
"تقبلتها",159
"إليكم",159
"﷽",159
"☆",159
"boa",159
"ada",159
"😉",159
"🎉",159
"وتقبلها",159
"crying",159
"WITH",159
"running",158
"THAT",158
"lose",158
"androidgames",158
"USA",158
"Where",158
"ERPESTAR",158
"otra",157
"kind",157
"Find",157
"مو",157
"توكلنا",157
"vigna",157
"التحميل",157
"الدخول",157
"wanted",157
"بالله",157
"📷",157
"آيات",157
"comer",156
"salir",156
"yesterday",156
"AdelAliBinAli",156
"اني",156
"Listen",155
"body",155
"tak",155
"noche",155
"waiting",155
"عشان",155
"android",154
"Jobs",154
"خرجنا",154
"RTした人全員フォローする",154
"ولجنا",154
"faire",154
"안",154
"الحمد",154
"ini",154
"وبسم",154
"side",153
"ليسلم",153
"late",153
"bed",153
"أنزلنا",153
"suis",152
"prom",152
"mano",152
"وقال",152
"lá",152
"lit",152
"poder",152
"dance",152
"Official",152
"stuff",152
"relationship",151
"lado",151
"﴿ولقد",151
"hurt",151
"hour",151
"قبلكم",151
"Top",151
"Red",151
"Off",151
"pensar",151
"الى",151
"مبينات",150
"puta",150
"second",150
"Most",150
"kita",150
"ومثلا",150
"club",150
"خلوا",150
"مثل",150
"وموعظة",150
"unfollowers",150
"للمتقين﴾",150
"vem",150
"per",150
"selenagomez",150
"ugly",149
"seguir",149
"están",149
"به",149
"أم",149
"came",149
"available",149
"بعض",149
"NowPlaying",149
"par",149
"💜",149
"room",148
"cover",148
"otro",148
"aquí",148
"sexta",148
"Join",148
"مِنَ",148
"الأذان",148
"House",148
"nuestro",148
"vezes",148
"lugar",148
"thinking",148
"fact",147
"laliespos",147
"دخول",147
"break",147
"decir",147
"tô",147
"Two",147
"OUR",147
"gosta",147
"💯",147
"🎶",147
"سعودي",147
"sentir",147
"لنا",146
"novo",146
"chill",146
"behind",146
"بـ",146
"LLORAR",146
"bring",146
"للمسلمين",146
"👌",146
"Louis",146
"VEVO",145
"Stop",145
"لله",145
"Ever",145
"takes",145
"Vou",145
"TuitUtil",145
"close",144
"gave",144
"وانا",144
"vontade",144
"／",144
"app",144
"siento",144
"Every",144
"الأحياء",144
"RETWEET",143
"move",143
"fica",143
"إنّي",143
"Soy",143
"che",143
"Car",143
"país",143
"için",142
"Tweet",142
"الهلال",142
"Hay",142
"😍😍",142
"😔",142
"اللهُمَّ",141
"tour",141
"luck",141
"JabberEtsy",141
"San",141
"ppl",141
"POR",141
"dad",141
"loves",141
"لكن",140
"class",140
"least",140
"jobs",140
"gran",140
"Mayor",140
"demais",140
"Night",140
"الخُبْثِ",139
"date",139
"become",139
"أعُوذُ",139
"snapchat",139
"الخلاء",139
"والخبائِثِ",139
"حسن",139
"Vamos",139
"Wow",139
"write",139
"cry",139
"Nunca",139
"unfollowed",139
"😍😍😍",139
"snap",138
"voice",138
"sólo",138
"حلب",138
"videos",138
"comida",138
"🌟",138
"turn",137
"Photos",137
"1000",137
"orang",137
"والمؤمنات",137
"giving",137
"words",137
"Welcome",137
"test",136
"nois",136
"gibi",136
"dias",136
"año",136
"buena",136
"والأموات",136
"var",136
"Mom",136
"الحياة",136
"Party",136
"send",135
"Read",135
"SadiqKhan",135
"million",135
"والمؤمنين",135
"والمسلمات",135
"يكون",135
"normal",135
"وسلم",135
"pizza",135
"North",135
"stand",135
"stage",135
"seguiu",134
"mine",134
"MGWV",134
"Beyoncé",134
"alone",134
"fala",134
"☺️",134
"Baby",134
"هنا",134
"importa",134
"Rob",134
"met",134
"Men",134
"😳",134
"sweet",134
"Take",133
"comme",133
"High",133
"gift",133
"happen",133
"çok",133
"Só",133
"فإن",133
"Mothers",133
"somos",132
"MtvPopCD9",132
"Bernie",132
"tienen",132
"الجن",132
"King",132
"واحد",132
"business",132
"partido",132
"ولكن",132
"앟",132
"maybe",132
"happened",132
"weather",132
"plans",132
"word",132
"contigo",131
"photos",131
"Fuck",131
"ella",131
"book",131
"Blue",131
"después",131
"match",131
"Got",131
"2nd",131
"parents",131
"طريقه",131
"الكافرين",130
"Pics",130
"Long",130
"،،",130
"Madrid",130
"picture",130
"FANDOM",130
"وهو",130
"Photo",130
"لهم",129
"hand",129
"também",129
"aime",129
"acho",129
"mes",129
"group",129
"السعودية",128
"Brasil",128
"pena",128
"غيرك",128
"babe",128
"inside",128
"kid",128
"somebody",128
"almost",128
"Super",128
"YOUR",128
"ديارا",127
"rest",127
"لها",127
"list",127
"half",127
"تذر",127
"Este",127
"cant",127
"هذه",127
"haven",127
"sé",127
"sos",127
"worth",127
"ninguém",127
"type",126
"Todo",126
"Team",126
"humor",126
"Mais",126
"fast",126
"حساب",126
"Saturday",126
"amanhã",126
"Always",126
"aí",126
"😁",126
"WHAT",126
"TreCru",125
"domingo",125
"tienes",125
"link",125
"أحد",125
"FifthHarmony",125
"wouldn",125
"madre",125
"red",125
"OUT",125
"Its",125
"dit",125
"nueva",125
"Sunday",125
"💰",125
"세븐틴",125
"President",124
"Qué",124
"pics",124
"Know",124
"history",124
"extraño",124
"Esta",124
"means",124
"él",124
"🌸",124
"retweet",123
"following",123
"Jesus",123
"stupid",123
"brother",123
"HeriSonamkumari",123
"المال",123
"yok",123
"guess",123
"wow",123
"han",123
"special",123
"فقط",123
"swear",123
"weird",123
"Show",122
"JOSEPH",122
"mood",122
"Keep",122
"Así",122
"viene",122
"Tengo",122
"lie",122
"David",122
"message",122
"أدري",122
"estamos",122
"nossa",122
"Summer",122
"الفجر",122
"يجعل",122
"realize",122
"sign",121
"PARA",121
"espero",121
"Back",121
"ㅤ",121
"tú",121
"itu",121
"fui",121
"wearing",121
"نفسي",121
"ايه",121
"رسول",120
"mother",120
"KLAROLINE",120
"fall",120
"corazón",120
"Minha",120
"Use",120
"tbh",120
"dá",120
"gay",120
"Estoy",120
"wear",120
"walk",119
"feelings",119
"tava",119
"Sexy",119
"self",119
"later",119
"election",119
"fico",119
"Ahora",119
"front",119
"لمشاهدة",119
"deserve",119
"ThereIsAlwaysRoomInMyLifeFor",119
"Deals",119
"GET",119
"using",119
"Beautiful",119
"انك",119
"Click",118
"NEED",118
"Because",118
"mayo",118
"Porque",118
"fake",118
"code",118
"internet",118
"truth",118
"merch",118
"Things",118
"kinda",118
"comigo",118
"🌹",118
"Another",118
"paso",117
"share",117
"LIKE",117
"Dory",117
"case",117
"tickets",117
"RIP",117
"ils",117
"Did",117
"COM",117
"bts",117
"200",117
"comprar",117
"🔑",117
"untuk",117
"water",116
"pueden",116
"campaign",116
"seeing",116
"School",116
"kill",116
"kamu",116
"الدعاء",116
"beat",116
"MtvIconoVillalobos",116
"명",116
"toi",116
"Son",116
"episode",116
"Woman",116
"～5",116
"StylishRentals",115
"plan",115
"hold",115
"hang",115
"gold",115
"aren",115
"توعدون",115
"hahaha",115
"SincerelyTumblr",115
"dicen",115
"dejar",115
"deals",115
"WHO",115
"course",115
"الكريم",115
"😅",115
"الصراط",115
"weeks",115
"wasn",114
"Over",114
"question",114
"shirt",114
"يؤمنون",114
"JUST",114
"Dios",114
"ball",114
"tomar",114
"aldenrichards02",114
"hacen",114
"期間限定★",114
"أقريب",114
"→",114
"tal",114
"LOW",114
"diz",114
"nobody",114
"depois",114
"Birthday",114
"أمدا",114
"trabajo",114
"till",113
"Shows",113
"film",113
"deal",113
"strong",113
"كانت",113
"honestly",113
"lil",113
"Has",113
"couple",113
"official",113
"últimas",113
"Sometimes",113
"يقول",112
"niggas",112
"برعايةhttps",112
"child",112
"jaja",112
"singing",112
"Fort",112
"العافية",112
"added",112
"drama",112
"fucked",112
"sen",112
"etc",112
"CON",112
"bit",112
"bae",112
"worst",112
"حياتك",112
"Labour",111
"small",111
"الخير",111
"أعوذ",111
"2014",111
"حد",111
"a…",111
"Cole",111
"bout",111
"Transponder",111
"Amazon",111
"بالآخرة",111
"핟",111
"ako",111
"elected",111
"State",111
"Snail",110
"rain",110
"fine",110
"المؤمنون",110
"boca",110
"anos",110
"Snapchat",110
"لناكبون",110
"sister",110
"😂😂😂😂😂",110
"deixa",110
"AmexOrvis",110
"WWE",110
"veo",110
"sdv",110
"knew",109
"join",109
"لـ",109
"dijo",109
"deus",109
"Captain",109
"mujer",109
"Michael",109
"حبا",109
"ﾟ",109
"사",109
"Old",109
"instagram",109
"sometimes",109
"playlist",109
"enter",109
"quick",108
"جما",108
"children",108
"Should",108
"glad",108
"Fans",108
"EVER",108
"هل",108
"وتحبون",108
"month",108
"drunk",108
"drive",108
"السموات",108
"الجمعه",108
"منك",108
"SexualGif",108
"status",108
"Art",108
"encanta",108
"kadar",108
"celular",108
"Still",108
"esperando",108
"México",107
"Mañana",107
"early",107
"ديني",107
"Siempre",107
"Final",107
"おはよう",107
"knows",107
"latest",107
"WAS",107
"power",107
"mí",107
"Meu",107
"cat",107
"choice",107
"👉",107
"olha",106
"Next",106
"lead",106
"lang",106
"MtvMatchNavarro",106
"harrysentence",106
"dizer",106
"straight",106
"والآخرة",106
"LOS",106
"idk",106
"Congrats",106
"fav",106
"ظاهره",106
"football",106
"ShawnMendes",106
"نفسك",106
"outside",105
"vale",105
"SEGUIDORES",105
"Share",105
"Cuba",105
"creo",105
"country",105
"Nuevos",105
"able",105
"شاهد",105
"hands",105
"three",105
"SEE",105
"asi",105
"welcome",105
"Morning",105
"وما",105
"enjoy",105
"loved",105
"مجتمعنا",104
"Hola",104
"الجنة",104
"sabes",104
"MTVMIAW",104
"ahí",104
"akan",104
"forward",104
"품",104
"냉",104
"xxx",104
"ate",104
"alsqqq",104
"problema",104
"dentro",104
"Someone",104
"انه",104
"star",103
"porn",103
"pone",103
"Park",103
"ones",103
"logo",103
"الحب",103
"others",103
"Hope",103
"Hoje",103
"nuestra",103
"dele",103
"」",103
"WHY",103
"ONE",103
"Family",103
"goals",103
"💗",103
"importante",103
"crush",102
"sont",102
"sono",102
"شكرك",102
"ليس",102
"level",102
"diye",102
"existe",102
"answer",102
"토",102
"vie",102
"CAN",102
"😌",102
"👍",102
"SoundCloud",101
"Sorry",101
"sick",101
"short",101
"learn",101
"hizo",101
"استر",101
"gens",101
"eles",101
"مهما",101
"Does",101
"frente",101
"college",101
"ومالي",101
"아",101
"starts",101
"calling",101
"uns",101
"Air",101
"rather",101
"pictures",101
"cannot",101
"فيك",101
"HillaryClinton",101
"Going",101
"même",101
"selfie",101
"صلى",100
"peor",100
"Mayo",100
"sense",100
"querer",100
"Looking",100
"وأهلي",100
"tryna",100
"MicaMereceSuMusicalEnEEES",100
"Young",100
"Right",100
"twt",100
"lui",100
"den",100
"perder",100
"💞",100
"mejores",100
"puedes",99
"Star",99
"Size",99
"save",99
"ودنياي",99
"odio",99
"عوراتي",99
"Lmao",99
"control",99
"Chris",99
"وآمن",99
"FreddyAmazin",99
"easy",99
"dari",99
"💛💭💛💭💛",99
"ante",99
"girlfriend",99
"truly",99
"dream",99
"everyday",99
"갓세븐",99
"feels",99
"FemaleTexts",99
"vcs",99
"NBA",99
"Já",99
"Kim",99
"Amo",99
"اكثر",99
"اكبر",99
"daddy",99
"روعاتي",99
"Download",99
"💘",99
"💋",99
"Which",99
"trip",98
"えどがわイケメン",98
"asked",98
"estaba",98
"number",98
"منتشره",98
"قلبك",98
"“",98
"Set",98
"paz",98
"500",98
"Yeah",98
"Work",98
"Quand",97
"exactly",97
"Brooklyn",97
"happens",97
"العالم",97
"digo",97
"أذكار",97
"primera",97
"الرياض",97
"hablar",97
"tag",97
"mau",97
"Him",97
"fandom",97
"فلم",97
"Really",97
"ورب",97
"😴",97
"Enter",97
"skin",96
"sido",96
"pela",96
"Jack",96
"عندي",96
"chat",96
"MtvSnapColRuiz",96
"Been",96
"ممكن",96
"Kardashian",96
"RTeam",96
"게",96
"✋",96
"افلام",96
"WTF",96
"Lil",96
"historia",96
"series",96
"😻",96
"Solo",95
"light",95
"إنك",95
"mate",95
"Posted",95
"Call",95
"vocês",95
"cabello",95
"كامل",95
"منه",95
"。",95
"▽",95
"pls",95
"pouco",95
"couldn",95
"être",95
"dropped",95
"sama",94
"Light",94
"joke",94
"Gold",94
"foda",94
"cosa",94
"forma",94
"Health",94
"health",94
"don’t",94
"･",94
"다",94
"kkk",94
"respect",94
"↺RT",94
"difícil",94
"então",94
"pasar",94
"BAILANDO",93
"True",93
"mama",93
"laugh",93
"order",93
"تكون",93
"راح",93
"calls",93
"Você",93
"buen",93
"needed",93
"palabras",93
"الاهلي",93
"merda",93
"disse",93
"wonder",93
"yours",93
"death",93
"smh",93
"Bir",93
"Congratulations",93
"gosto",93
"عليها",93
"😈",93
"Tell",92
"attention",92
"near",92
"certo",92
"haciendo",92
"dogs",92
"eating",92
"track",92
"habla",92
"pregnant",92
"nowplaying",92
"mamá",92
"✅",92
"ton",92
"pay",92
"min",92
"LOL",92
"Joe",92
"Buy",92
"either",92
"Radio",92
"🙏",92
"💖",92
"peace",92
"gives",92
"killed",92
"tenemos",91
"جدا",91
"nick",91
"living",91
"dinheiro",91
"Help",91
"dela",91
"debe",91
"caso",91
"TotalmenteDemais",91
"concert",91
"haber",91
"Compilation",91
"Prince",91
"primer",91
"♫",91
"☞",91
"rep",91
"pai",91
"NYC",91
"key",91
"Elizabeth",91
"bitches",91
"jajajaja",91
"seguro",90
"site",90
"Quero",90
"pick",90
"pack",90
"ojos",90
"Getting",90
"Travel",90
"claro",90
"nota",90
"Jordan",90
"China",90
"fuera",90
"dumb",90
"agree",90
"Internet",90
"Alex",90
"معلمين",90
"manda",90
"Win",90
"Had",90
"bye",90
"McMurray",90
"estos",90
"ذلك",90
"store",90
